cluster_id,source_lane,citation,doi,contrast_id,layer,endpoint_id,effect_stream,effect_unit_status,independent_unit,n_fragmented,n_reference,fragmented_group,reference_group,fragmented_mean,fragmented_sd,reference_mean,reference_sd,raw_effect,raw_variance,orientation_multiplier,oriented_effect,oriented_variance,source_table,note
P2_CF01_GPAIR_002,CF01_citation_expansion,Yineger et al. 2014,10.1186/1471-2156-15-31,small_vs_large_patch,G_adult,adult_gene_diversity_HS,hedges_g_fragmented_minus_reference,g_admissible,forest_patch,4,4,"Demba;Dishi;Metin;Temcha","Bradi;DarabaSigsi;Kambo;Wonse",0.753500000000,0.015022205786,0.784500000000,0.025826343140,-1.275951575029,0.601753276364,1,-1.275951575029,0.601753276364,Table_1,"all eight source patches retained; adult trees and loci nested"
P2_CF01_GPAIR_002,CF01_citation_expansion,Yineger et al. 2014,10.1186/1471-2156-15-31,small_vs_large_patch,G_offspring,seedling_gene_diversity_HS,hedges_g_fragmented_minus_reference,g_admissible,forest_patch,4,4,"Demba;Dishi;Metin;Temcha","Bradi;DarabaSigsi;Kambo;Wonse",0.700000000000,0.035962943891,0.727250000000,0.017858238062,-0.834579035857,0.543532635443,1,-0.834579035857,0.543532635443,Table_1,"all eight source patches retained; seedlings and loci nested"
